Estimated Parameters
Initial Absolute Biomass:
Blue_whiting,5797741.97
Capelin,4401395.19
Green_halibut,1178450.89
Haddock,95960.33
Long_rough_dab,1206190.74
Mackerel,4113718.53
North_atl_cod,4090980.44
Norwegian_ssh,2578845.43
Polar_cod,2443745.90
Redfish,2176353.57
Saithe,2261864.40
Growth Rate:
Blue_whiting,0.447
Capelin,0.284
Green_halibut,0.146
Haddock,0.356
Long_rough_dab,0.067
Mackerel,0.131
North_atl_cod,1.128
Norwegian_ssh,0.142
Polar_cod,0.065
Redfish,0.238
Saithe,0.251
Carrying Capacity:
Blue_whiting,10231201.11
Capelin,5349885.84
Green_halibut,1511350.16
Haddock,1384495.27
Long_rough_dab,1780538.66
Mackerel,6887253.90
North_atl_cod,7043426.87
Norwegian_ssh,5022725.86
Polar_cod,4547456.61
Redfish,3979299.76
Saithe,12316612.30
Predation (rho):
 ,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe
Blue_whiting,0.000e+00,0.000e+00,5.614e-11,0.000e+00,0.000e+00,0.000e+00,5.792e-12,0.000e+00,0.000e+00,2.612e-09,0.000e+00
Capelin,2.043e-09,0.000e+00,0.000e+00,1.086e-09,3.147e-09,0.000e+00,1.416e-08,1.765e-11,0.000e+00,0.000e+00,1.165e-09
Green_halibut,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.344e-10,0.000e+00,0.000e+00,0.000e+00,0.000e+00
Haddock,0.000e+00,0.000e+00,0.000e+00,4.981e-14,0.000e+00,0.000e+00,5.680e-11,0.000e+00,0.000e+00,1.513e-10,4.226e-11
Long_rough_dab,0.000e+00,0.000e+00,0.000e+00,1.312e-10,0.000e+00,0.000e+00,3.590e-10,0.000e+00,0.000e+00,0.000e+00,0.000e+00
Mackerel,0.000e+00,0.000e+00,1.815e-12,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
North_atl_cod,0.000e+00,0.000e+00,1.011e-10,3.956e-10,5.928e-10,0.000e+00,1.917e-10,0.000e+00,0.000e+00,3.690e-10,9.118e-11
Norwegian_ssh,9.087e-12,0.000e+00,2.028e-10,5.938e-10,9.539e-11,0.000e+00,5.163e-11,0.000e+00,0.000e+00,0.000e+00,6.544e-10
Polar_cod,0.000e+00,0.000e+00,0.000e+00,0.000e+00,9.498e-11,0.000e+00,8.710e-11,0.000e+00,0.000e+00,0.000e+00,0.000e+00
Redfish,4.114e-09,0.000e+00,3.493e-10,0.000e+00,0.000e+00,0.000e+00,2.543e-11,0.000e+00,0.000e+00,0.000e+00,0.000e+00
Saithe,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.050e-12,0.000e+00
